iteration,cost,l1_n1_w0,l1_n1_w1,l1_n1_w2,l1_n2_w0,l1_n2_w1,l1_n2_w2,l2_n1_w0,l2_n1_w1,l2_n1_w2
123,0.6957,-0.031061979,0.5258257,-0.7925974,0.003774944,0.9296041,0.07404425,-0.031061979,-0.4383757,0.5246202
124,0.6957,-0.031203618,0.5253314,-0.7925422,0.0036902928,0.92931384,0.074274145,-0.031203618,-0.43790746,0.5243834
125,0.6957,-0.03134503,0.524838,-0.7924873,0.0036054999,0.9290242,0.0745037,-0.03134503,-0.43744066,0.5241467
126,0.6957,-0.031486213,0.5243454,-0.79243267,0.0035205716,0.92873526,0.074732915,-0.031486213,-0.4369753,0.52391
127,0.6957,-0.03162718,0.5238537,-0.7923783,0.0034355135,0.92844695,0.074961804,-0.03162718,-0.4365113,0.52367336
128,0.6957,-0.031767923,0.52336293,-0.7923242,0.00335033,0.9281593,0.075190365,-0.031767923,-0.4360487,0.5234368
129,0.6957,-0.031908456,0.522873,-0.7922703,0.0032650267,0.92787224,0.07541861,-0.031908456,-0.4355874,0.52320033
130,0.6957,-0.03204878,0.52238387,-0.7922167,0.0031796086,0.92758584,0.07564652,-0.03204878,-0.4351274,0.52296394
131,0.6957,-0.032188896,0.52189565,-0.7921634,0.0030940792,0.92730004,0.07587412,-0.032188896,-0.43466872,0.52272767
132,0.6957,-0.03232881,0.52140826,-0.79211026,0.0030084443,0.9270149,0.07610141,-0.03232881,-0.43421128,0.5224916
133,0.6957,-0.032468524,0.5209217,-0.7920574,0.002922707,0.92673033,0.07632838,-0.032468524,-0.43375507,0.5222556
134,0.6957,-0.03260804,0.520436,-0.79200476,0.0028368721,0.92644644,0.07655504,-0.03260804,-0.43330005,0.5220198
135,0.6956,-0.03274736,0.5199511,-0.79195243,0.0027509432,0.92616314,0.0767814,-0.03274736,-0.43284622,0.5217841
136,0.6956,-0.032886494,0.51946706,-0.79190034,0.002664924,0.92588043,0.07700745,-0.032886494,-0.43239355,0.5215486
137,0.6956,-0.03302544,0.51898384,-0.7918485,0.002578818,0.9255983,0.077233195,-0.03302544,-0.43194202,0.52131337
138,0.6956,-0.0331642,0.51850146,-0.79179686,0.0024926285,0.9253169,0.07745864,-0.0331642,-0.4314916,0.5210783
139,0.6956,-0.033302777,0.5180199,-0.7917455,0.0024063592,0.925036,0.0776838,-0.033302777,-0.4310423,0.5208434
140,0.6956,-0.03344117,0.51753914,-0.7916943,0.002320013,0.92475575,0.07790866,-0.03344117,-0.4305941,0.5206087
141,0.6956,-0.033579387,0.5170592,-0.7916433,0.002233593,0.9244761,0.078133225,-0.033579387,-0.43014693,0.5203743
142,0.6956,-0.033717427,0.5165801,-0.7915926,0.0021471016,0.924197,0.0783575,-0.033717427,-0.42970082,0.5201401
143,0.6956,-0.033855293,0.5161018,-0.7915421,0.0020605417,0.92391855,0.07858149,-0.033855293,-0.42925575,0.51990616
144,0.6956,-0.033992987,0.5156243,-0.79149187,0.001973916,0.92364067,0.07880519,-0.033992987,-0.4288117,0.51967245
145,0.6956,-0.03413051,0.51514757,-0.79144186,0.0018872274,0.9233634,0.07902861,-0.03413051,-0.42836866,0.51943904
146,0.6956,-0.034267865,0.5146717,-0.791392,0.0018004779,0.92308664,0.07925174,-0.034267865,-0.4279266,0.51920587
147,0.6956,-0.034405053,0.5141966,-0.79134244,0.0017136695,0.9228105,0.07947459,-0.034405053,-0.42748553,0.518973
148,0.6956,-0.034542073,0.51372224,-0.7912931,0.001626805,0.92253494,0.07969716,-0.034542073,-0.4270454,0.5187404
149,0.6955,-0.03467893,0.51324874,-0.7912439,0.0015398859,0.92226,0.07991946,-0.03467893,-0.42660624,0.5185081
150,0.6955,-0.034815624,0.512776,-0.791195,0.0014529148,0.92198557,0.08014148,-0.034815624,-0.426168,0.51827604
151,0.6955,-0.03495216,0.51230407,-0.7911463,0.0013658933,0.92171174,0.08036322,-0.03495216,-0.42573068,0.5180443
152,0.6955,-0.035088535,0.5118329,-0.79109776,0.0012788231,0.9214385,0.0805847,-0.035088535,-0.42529425,0.51781285
153,0.6955,-0.03522475,0.5113625,-0.7910495,0.0011917062,0.9211658,0.080805905,-0.03522475,-0.42485872,0.51758176
154,0.6955,-0.03536081,0.5108929,-0.7910014,0.0011045446,0.9208937,0.081026845,-0.03536081,-0.42442408,0.517351
155,0.6955,-0.03549671,0.51042414,-0.7909535,0.0010173395,0.92062217,0.081247516,-0.03549671,-0.42399034,0.5171205
156,0.6955,-0.03563246,0.5099561,-0.7909059,0.00093009195,0.9203512,0.08146792,-0.03563246,-0.42355746,0.51689035
157,0.6955,-0.03576806,0.5094889,-0.79085845,0.0008428045,0.9200808,0.081688054,-0.03576806,-0.42312542,0.5166605
158,0.6955,-0.035903502,0.5090224,-0.79081124,0.00075547735,0.9198109,0.08190793,-0.035903502,-0.42269424,0.51643103
159,0.6955,-0.036038794,0.50855666,-0.7907642,0.00066811265,0.9195416,0.08212754,-0.036038794,-0.4222639,0.51620185
160,0.6955,-0.036173936,0.5080917,-0.79071736,0.0005807116,0.91927284,0.082346894,-0.036173936,-0.42183438,0.51597303
161,0.6955,-0.036308926,0.5076275,-0.79067075,0.0004932754,0.9190046,0.082565986,-0.036308926,-0.4214057,0.51574457
162,0.6955,-0.036443766,0.50716406,-0.7906243,0.00040580466,0.918737,0.08278482,-0.036443766,-0.42097783,0.5155164
163,0.6955,-0.03657846,0.5067014,-0.7905781,0.00031830123,0.9184699,0.083003394,-0.03657846,-0.42055076,0.5152886
164,0.6954,-0.036713008,0.5062395,-0.7905321,0.00023076593,0.91820335,0.08322171,-0.036713008,-0.4201245,0.51506114
165,0.6954,-0.03684741,0.5057783,-0.7904863,0.00014319972,0.91793734,0.083439775,-0.03684741,-0.419699,0.51483405
166,0.6954,-0.036981665,0.5053179,-0.7904407,5.5603807e-05,0.91767186,0.083657585,-0.036981665,-0.41927433,0.5146073
167,0.6954,-0.037115775,0.50485826,-0.79039526,-3.202117e-05,0.917407,0.08387514,-0.037115775,-0.41885042,0.51438093
168,0.6954,-0.03724974,0.50439936,-0.79035,-0.00011967418,0.9171426,0.08409245,-0.03724974,-0.4184273,0.5141549
169,0.6954,-0.03738356,0.5039412,-0.790305,-0.00020735429,0.9168788,0.08430951,-0.03738356,-0.4180049,0.51392925
170,0.6954,-0.03751724,0.5034838,-0.7902602,-0.00029506104,0.91661555,0.08452632,-0.03751724,-0.4175833,0.51370394
171,0.6954,-0.037650775,0.5030271,-0.79021555,-0.00038279302,0.9163528,0.08474288,-0.037650775,-0.41716242,0.513479
172,0.6954,-0.037784167,0.50257117,-0.79017115,-0.00047054997,0.9160906,0.084959194,-0.037784167,-0.4167423,0.51325446
173,0.6954,-0.037917417,0.50211596,-0.7901269,-0.0005583318,0.91582894,0.08517526,-0.037917417,-0.41632292,0.5130303
174,0.6954,-0.038050525,0.50166154,-0.7900829,-0.00064613705,0.9155678,0.08539108,-0.038050525,-0.41590428,0.5128065
175,0.6954,-0.038183495,0.5012078,-0.790039,-0.0007339645,0.9153072,0.08560666,-0.038183495,-0.41548637,0.512583
176,0.6954,-0.038316324,0.50075483,-0.7899953,-0.0008218144,0.9150471,0.08582199,-0.038316324,-0.41506916,0.5123599
177,0.6954,-0.038449015,0.50030255,-0.78995186,-0.0009096859,0.91478753,0.086037084,-0.038449015,-0.41465268,0.51213723
178,0.6954,-0.038581565,0.49985102,-0.7899086,-0.0009975785,0.9145285,0.08625194,-0.038581565,-0.4142369,0.5119149
179,0.6954,-0.038713977,0.49940023,-0.7898655,-0.0010854921,0.91427,0.08646654,-0.038713977,-0.41382185,0.51169294
180,0.6953,-0.03884625,0.49895015,-0.7898226,-0.0011734252,0.914012,0.08668091,-0.03884625,-0.4134075,0.5114714
181,0.6953,-0.038978383,0.49850082,-0.78977984,-0.0012613782,0.9137545,0.08689504,-0.038978383,-0.41299385,0.5112502
182,0.6953,-0.039110377,0.4980522,-0.7897373,-0.0013493504,0.91349757,0.08710893,-0.039110377,-0.4125809,0.51102936
183,0.6953,-0.039242234,0.4976043,-0.78969496,-0.0014373418,0.91324115,0.087322585,-0.039242234,-0.41216865,0.51080894
184,0.6953,-0.039373953,0.49715713,-0.7896528,-0.0015253512,0.91298527,0.08753601,-0.039373953,-0.41175708,0.5105889
185,0.6953,-0.039505538,0.49671066,-0.78961086,-0.0016133786,0.91272986,0.08774919,-0.039505538,-0.4113462,0.51036924
186,0.6953,-0.039636984,0.4962649,-0.7895691,-0.0017014232,0.912475,0.087962136,-0.039636984,-0.410936,0.51014996
187,0.6953,-0.039768293,0.49581987,-0.7895275,-0.0017894849,0.9122206,0.08817485,-0.039768293,-0.41052648,0.509931
188,0.6953,-0.03989947,0.49537554,-0.78948605,-0.0018775638,0.91196674,0.08838733,-0.03989947,-0.41011766,0.5097125
189,0.6953,-0.040030506,0.49493194,-0.7894448,-0.0019656587,0.9117134,0.08859958,-0.040030506,-0.40970948,0.50949436
190,0.6953,-0.04016141,0.49448904,-0.78940374,-0.0020537702,0.9114606,0.08881159,-0.04016141,-0.409302,0.5092766
